"statefip","abbrev","state","fiscalyear","enrollment","enroll_change","appropriations","approp_change"
49,"UT","Utah",2012,125434,0.41835903930526,750101910.716308,0.0269529800254914
49,"UT","Utah",2013,122165,0.381394454746936,759391411.870002,0.0396710930664593
49,"UT","Utah",2014,120243.234337811,0.359663873737063,796757843.940085,0.0908289000511762
49,"UT","Utah",2015,118354.939590867,0.338311768859595,887761300,0.215420330973013
50,"VT","Vermont",2001,15426,0,90387704.9407115,0
50,"VT","Vermont",2002,15785,0.0232723972513937,93710132.3513063,0.0367575148940235
50,"VT","Vermont",2003,16380,0.0618436406067678,97142152.4184783,0.0747275028412028
50,"VT","Vermont",2004,17270,0.119538441592117,96498430.6246691,0.0676057179233161
50,"VT","Vermont",2005,17681,0.146181771035913,95587520.2764977,0.0575279053627591
50,"VT","Vermont",2006,18646,0.208738493452612,96150245.014881,0.0637535832771654
50,"VT","Vermont",2007,19039,0.234214961752885,97104274.604277,0.0743084434765898
50,"VT","Vermont",2008,19456,0.261247244911189,96781706.1304301,0.0707397227743832
50,"VT","Vermont",2009,20214,0.310385064177363,97195542.5171416,0.0753181816143645
50,"VT","Vermont",2010,21351,0.384091793076624,101042415.071266,0.117877869977376
50,"VT","Vermont",2011,21575,0.398612731751588,98971910.4629477,0.0949709424292492
50,"VT","Vermont",2012,21302,0.380915337741475,92727854.6310661,0.0258901328658547
50,"VT","Vermont",2013,20822,0.349799040580838,90609397.7861794,0.00245268806872999
50,"VT","Vermont",2014,20312.0766763518,0.316742945439637,92501795.4303528,0.0233891378371433
50,"VT","Vermont",2015,19993.096669712,0.296064869033578,91637327,0.0138251331871765
51,"VA","Virginia",2001,220283,0,2174246339.0175,0
51,"VA","Virginia",2002,229282,0.0408519949337897,2143137620.01112,-0.0143078171263908
51,"VA","Virginia",2003,238076,0.0807733688028581,1825510510.84239,-0.160393890019242
51,"VA","Virginia",2004,242995,0.103103734741219,1683849023.10746,-0.225548185184775
51,"VA","Virginia",2005,244761,0.111120694742672,1791067743.62519,-0.17623513422378
51,"VA","Virginia",2006,249530,0.132770118438554,1868796380.58036,-0.140485442222326
51,"VA","Virginia",2007,256230,0.163185538602616,2113455159.66374,-0.0279596558415873
51,"VA","Virginia",2008,265444,0.205013550750625,2069132412.50702,-0.048344994136211
51,"VA","Virginia",2009,274662,0.246859721358434,2091678205.95049,-0.0379755189581354
51,"VA","Virginia",2010,291309,0.322430691428753,1952501250.91236,-0.101987104278786
51,"VA","Virginia",2011,298156,0.353513434990444,1999845837.98279,-0.0802119327074621
51,"VA","Virginia",2012,302473,0.37311095272899,1671213853.46886,-0.231359472255546
51,"VA","Virginia",2013,300129,0.362470095286518,1736386871.50358,-0.201384479603991
51,"VA","Virginia",2014,297317.806178356,0.34970835778683,1776926032.91502,-0.182739323954445
51,"VA","Virginia",2015,292648.739725917,0.328512593917448,1810767689,-0.167174548483661
53,"WA","Washington",2001,198653,0,1779539708.72388,0
53,"WA","Washington",2002,203448,0.0241375665104479,1800448304.97499,0.0117494406832286
53,"WA","Washington",2003,214652,0.0805374195204704,1766304299.51087,-0.00743754643300781
53,"WA","Washington",2004,219172,0.103290662612697,1681872852.11752,-0.0548832128485628
53,"WA","Washington",2005,215608,0.085349831112543,1709500065.05376,-0.0393582921059666
53,"WA","Washington",2006,216585,0.0902679546747343,1800499857.06845,0.0117784100246903
53,"WA","Washington",2007,217165,0.0931876186113474,1858452317.54782,0.0443443933490663
53,"WA","Washington",2008,221072,0.112855078956774,1939869933.99999,0.0900964583651125
53,"WA","Washington",2009,229932,0.157455462540208,2066741955.35036,0.161391311033137
53,"WA","Washington",2010,249185,0.254373203525746,1812818342.81102,0.0187006976714223
53,"WA","Washington",2011,252187,0.269484981349388,1673085884.30641,-0.0598209884812355
53,"WA","Washington",2012,246093,0.238808374401595,1401349443.93146,-0.212521396931134
53,"WA","Washington",2013,244565,0.231116570099621,1392352646.06773,-0.217577085106917
53,"WA","Washington",2014,243540.408029612,0.225958873158784,1567681788.38453,-0.119052089313185
53,"WA","Washington",2015,239715.859599229,0.206706466044957,1580750000,-0.11170849841077
54,"WV","West Virginia",2001,62140,0,516864039.977414,0
54,"WV","West Virginia",2002,63904,0.0283875120695204,514885656.003335,-0.00382766805399185
54,"WV","West Virginia",2003,65659,0.0566301898937882,487517418.913043,-0.0567782217266514
54,"WV","West Virginia",2004,68208,0.0976504666881236,441722995.156167,-0.145378743749575
54,"WV","West Virginia",2005,69205,0.113694882523334,430585401.536098,-0.16692714479631
54,"WV","West Virginia",2006,70480,0.134213067267461,406279700.14881,-0.213952473523669
54,"WV","West Virginia",2007,71610,0.152397811393627,443959462.699308,-0.141051749859192
54,"WV","West Virginia",2008,72630,0.168812359188928,501216099.89178,-0.0302747702980406
54,"WV","West Virginia",2009,73619,0.184728033472803,518377328.036656,0.00292782616354564
54,"WV","West Virginia",2010,77591,0.248648213710975,566956528.080149,0.0969161795526038
54,"WV","West Virginia",2011,80259,0.291583521081429,562063016.62962,0.0874484838492167
54,"WV","West Virginia",2012,79411,0.277936916639845,559258278.122512,0.0820220306813194
54,"WV","West Virginia",2013,77806,0.252108142903122,553944582.080255,0.0717413850351471
54,"WV","West Virginia",2014,75936.4878678091,0.222022656385728,514630391.849148,-0.00432153904218805
54,"WV","West Virginia",2015,74743.984423172,0.202832063456261,505352932,-0.0222710559974667
55,"WI","Wisconsin",2001,186856,0,1561032604.91248,0
55,"WI","Wisconsin",2002,193467,0.035380185811534,1569214606.89272,0.00524140364172463
55,"WI","Wisconsin",2003,199984,0.0702573104422657,1555521250.19022,-0.00353058270846971
55,"WI","Wisconsin",2004,200889,0.0751006122361605,1394341223.82213,-0.106782767102867
55,"WI","Wisconsin",2005,201777,0.0798529348803357,1335087181.41321,-0.144741002070188
55,"WI","Wisconsin",2006,203512,0.0891381598664212,1325215775.96726,-0.151064640292019
55,"WI","Wisconsin",2007,204996,0.0970801044654707,1338882858.7551,-0.142309485053859
55,"WI","Wisconsin",2008,209398,0.12063835252815,1363534023.53892,-0.126517909204486
55,"WI","Wisconsin",2009,213517,0.142682065333733,1422898162.69455,-0.0884891460839645
55,"WI","Wisconsin",2010,225312,0.205805540095046,1351886759.56112,-0.133979165260986
55,"WI","Wisconsin",2011,229324,0.227276619428865,1397060129.2762,-0.105041031891495
55,"WI","Wisconsin",2012,224809,0.203113627606285,1139600500.56417,-0.269970084559468
55,"WI","Wisconsin",2013,221773,0.186865821809308,1179744441.23729,-0.244253811531738
55,"WI","Wisconsin",2014,218691.475744336,0.170374383184568,1111802394.99696,-0.287777595741318
55,"WI","Wisconsin",2015,215257.153912229,0.151994872587605,1194317083,-0.234918553756306
56,"WY","Wyoming",2001,20253,0,202143317.871259,0
56,"WY","Wyoming",2002,20716,0.0228608107440873,212647693.190661,0.0519649891474142
56,"WY","Wyoming",2003,21412,0.0572260899619809,246483461.25,0.219350032668308
56,"WY","Wyoming",2004,22061,0.0892707253246433,248439714.187401,0.229027586979782
56,"WY","Wyoming",2005,22191,0.0956895274774108,258570448.387097,0.279144179041203
56,"WY","Wyoming",2006,22460,0.108971510393522,273550570.3125,0.353250620367865
56,"WY","Wyoming",2007,22554,0.113612798103985,297651829.875278,0.472479194513106
56,"WY","Wyoming",2008,23035,0.137362366069224,310215024.314571,0.534629131357882
56,"WY","Wyoming",2009,23503,0.160470053819187,345411617.529843,0.708746156772932
56,"WY","Wyoming",2010,25016,0.235175035797166,333572204.500105,0.650176755842855
56,"WY","Wyoming",2011,25765,0.272157211277342,404170425.421514,0.999425109262934
56,"WY","Wyoming",2012,25442,0.256208956697773,347809194.586988,0.720606934969281
56,"WY","Wyoming",2013,25093,0.238976941687651,388979602.887722,0.924276335146803
56,"WY","Wyoming",2014,24874.67221618,0.228196919773863,351968050.586249,0.74118073400977
56,"WY","Wyoming",2015,24484.0413990997,0.208909366469151,373838466,0.849373355185997
